person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
31,43900,RENT,1.0,EDUCATION,D,28300,9.12,1,0.64,N,7
35,74100,RENT,11.8,DEBTCONSOLIDATION,F,48200,13.43,1,0.65,Y,3
70,82400,OTHER,4.4,EDUCATION,C,50000,5.4,0,0.61,N,16
36,62600,RENT,7.4,DEBTCONSOLIDATION,A,7300,5.47,0,0.12,N,8
63,96500,RENT,4.9,HOMEIMPROVEMENT,B,30300,6.89,0,0.31,N,4
70,157900,RENT,5.8,EDUCATION,C,50000,5.4,1,0.32,N,5
39,80600,OWN,1.9,VENTURE,A,19500,5.4,0,0.24,N,1
33,53900,OTHER,12.0,MEDICAL,B,17700,6.33,1,0.33,N,3
64,108800,MORTGAGE,2.7,MEDICAL,E,50000,9.57,1,0.46,Y,3
56,107100,OWN,3.7,EDUCATION,D,50000,6.15,1,0.47,N,2
68,104100,OWN,1.8,VENTURE,A,28400,5.85,0,0.27,N,10
27,34700,MORTGAGE,2.1,PERSONAL,B,12300,5.4,0,0.35,N,11
28,99600,MORTGAGE,7.9,PERSONAL,A,19200,5.4,0,0.19,N,12
63,55100,MORTGAGE,6.9,PERSONAL,C,34900,8.48,0,0.63,N,3
58,48600,RENT,7.2,VENTURE,A,8300,8.24,0,0.17,N,4
44,60500,RENT,11.9,PERSONAL,D,26500,8.4,0,0.44,N,3
69,57400,OWN,10.4,VENTURE,A,2100,6.51,0,0.04,N,5
24,54300,MORTGAGE,3.1,DEBTCONSOLIDATION,C,30400,6.08,0,0.56,N,3
37,73400,RENT,17.4,MEDICAL,A,17500,5.74,0,0.24,N,18
48,53000,MORTGAGE,1.6,MEDICAL,F,27300,10.95,1,0.52,Y,14
57,73000,MORTGAGE,1.7,PERSONAL,A,25100,5.79,0,0.34,N,2
62,85200,MORTGAGE,6.8,DEBTCONSOLIDATION,A,15800,7.1,0,0.19,N,7
22,37300,RENT,6.0,DEBTCONSOLIDATION,A,1600,5.4,0,0.04,N,6
48,131300,RENT,5.5,DEBTCONSOLIDATION,B,30000,5.4,1,0.23,N,2
39,55200,RENT,7.8,EDUCATION,D,29000,7.9,1,0.53,N,10
40,113900,MORTGAGE,1.7,HOMEIMPROVEMENT,B,8000,8.04,0,0.07,Y,3
50,43900,RENT,4.4,MEDICAL,A,8000,7.15,0,0.18,N,12
68,58100,MORTGAGE,10.0,DEBTCONSOLIDATION,A,6700,8.54,0,0.12,N,3
33,98600,RENT,15.6,DEBTCONSOLIDATION,A,6300,5.78,0,0.06,N,3
22,42700,RENT,6.0,EDUCATION,C,10200,6.62,1,0.24,Y,6
25,50600,OWN,4.1,HOMEIMPROVEMENT,B,21900,6.08,0,0.43,N,6
26,76200,RENT,4.0,VENTURE,F,40100,9.48,1,0.53,N,1
64,166400,RENT,4.0,DEBTCONSOLIDATION,B,46000,5.4,1,0.28,Y,17
70,106500,RENT,0.6,DEBTCONSOLIDATION,D,50000,6.97,0,0.47,N,2
50,51400,RENT,7.8,HOMEIMPROVEMENT,E,32800,9.8,1,0.64,Y,9
31,48900,RENT,15.0,MEDICAL,A,2000,5.77,0,0.04,N,14
59,123800,OWN,9.1,MEDICAL,D,50000,9.78,0,0.4,Y,4
22,63900,MORTGAGE,2.6,DEBTCONSOLIDATION,C,33100,7.58,0,0.52,N,6
51,79100,MORTGAGE,2.1,EDUCATION,F,42100,11.92,0,0.53,Y,8
68,96300,MORTGAGE,3.1,MEDICAL,F,50000,8.43,1,0.52,Y,0
44,57700,OWN,9.9,DEBTCONSOLIDATION,A,14700,5.4,0,0.25,N,12
48,150600,OWN,2.9,DEBTCONSOLIDATION,B,31500,5.4,0,0.21,N,5
48,39400,OWN,4.3,EDUCATION,B,12000,6.02,0,0.3,N,4
67,169700,RENT,7.2,DEBTCONSOLIDATION,B,11300,6.34,0,0.07,N,1
60,213500,MORTGAGE,10.5,DEBTCONSOLIDATION,A,50000,9.3,0,0.23,N,4
36,49100,OWN,5.9,PERSONAL,D,26500,8.74,0,0.54,N,2
27,68500,RENT,3.1,DEBTCONSOLIDATION,E,43200,10.08,1,0.63,N,11
27,72800,RENT,3.1,MEDICAL,F,46800,13.04,1,0.64,N,11
40,89600,RENT,8.7,HOMEIMPROVEMENT,A,3200,5.94,0,0.04,N,4
23,42900,RENT,6.5,DEBTCONSOLIDATION,B,13600,6.75,0,0.32,N,7
50,74300,RENT,3.4,EDUCATION,D,22600,9.13,0,0.3,Y,8
50,48700,RENT,4.4,MEDICAL,E,14500,10.25,1,0.3,Y,6
46,43800,MORTGAGE,13.5,VENTURE,C,7500,7.19,0,0.17,Y,3
63,130500,OTHER,4.3,DEBTCONSOLIDATION,A,25200,7.5,0,0.19,N,7
58,61700,MORTGAGE,4.4,DEBTCONSOLIDATION,E,26400,10.4,1,0.43,Y,2
45,58900,OWN,6.2,PERSONAL,B,23700,5.6,1,0.4,N,1
32,71600,OWN,5.8,MEDICAL,C,28700,6.74,0,0.4,N,7
68,82000,RENT,3.8,DEBTCONSOLIDATION,A,3800,7.47,0,0.05,N,8
64,141500,RENT,8.2,DEBTCONSOLIDATION,E,50000,8.82,0,0.35,Y,4
32,44600,MORTGAGE,5.6,MEDICAL,D,11000,9.12,1,0.25,Y,5
39,70000,RENT,21.3,HOMEIMPROVEMENT,A,24500,5.4,0,0.35,N,6
47,112700,MORTGAGE,9.4,DEBTCONSOLIDATION,B,50000,6.21,0,0.44,N,6
48,52600,MORTGAGE,3.1,EDUCATION,B,19900,8.33,0,0.38,N,4
68,71700,MORTGAGE,16.8,EDUCATION,B,35300,7.39,1,0.49,N,6
68,106900,RENT,3.5,DEBTCONSOLIDATION,C,50000,9.13,0,0.47,N,6
30,65500,MORTGAGE,7.4,PERSONAL,A,10400,7.12,0,0.16,N,5
39,111300,OWN,7.5,HOMEIMPROVEMENT,A,26100,5.6,0,0.23,N,17
42,60000,MORTGAGE,7.4,HOMEIMPROVEMENT,A,5300,6.63,0,0.09,N,2
46,97200,OWN,7.2,EDUCATION,B,50000,6.01,0,0.51,N,3
47,81000,OWN,12.1,VENTURE,B,21600,9.11,0,0.27,N,8
60,61100,RENT,8.3,DEBTCONSOLIDATION,C,23200,8.2,0,0.38,N,3
46,40600,OWN,7.3,EDUCATION,A,6800,5.92,0,0.17,N,7
38,61700,RENT,11.3,EDUCATION,B,25600,9.29,0,0.41,N,16
55,64800,RENT,7.3,MEDICAL,C,32600,7.5,0,0.5,N,13
37,53200,RENT,7.9,PERSONAL,A,6800,5.4,0,0.13,N,7
35,72400,MORTGAGE,8.7,MEDICAL,C,36400,9.24,0,0.5,N,6
40,119100,RENT,5.1,DEBTCONSOLIDATION,C,27200,8.63,0,0.23,N,6
27,60700,MORTGAGE,4.4,DEBTCONSOLIDATION,A,9300,6.53,0,0.15,N,10
21,76600,MORTGAGE,5.0,VENTURE,A,17300,6.2,0,0.23,N,5
57,216700,MORTGAGE,11.0,PERSONAL,B,50000,5.4,0,0.23,N,3
33,83100,RENT,16.6,PERSONAL,B,21000,5.48,0,0.25,N,2
44,74800,RENT,9.8,VENTURE,A,3000,5.4,0,0.04,N,3
36,91400,OTHER,6.4,PERSONAL,A,28300,6.53,0,0.31,N,7
68,132800,RENT,4.4,DEBTCONSOLIDATION,C,50000,7.58,0,0.38,N,5
64,126500,RENT,1.2,DEBTCONSOLIDATION,C,46200,6.55,0,0.37,N,5
39,103600,MORTGAGE,3.4,DEBTCONSOLIDATION,C,50000,6.1,0,0.48,N,8
62,59800,RENT,9.6,VENTURE,C,30800,7.81,0,0.52,N,3
33,180000,MORTGAGE,6.9,DEBTCONSOLIDATION,A,50000,7.12,0,0.28,N,3
46,147800,RENT,1.2,PERSONAL,A,50000,7.26,0,0.34,N,17
25,39700,MORTGAGE,1.3,EDUCATION,C,19700,7.65,0,0.5,N,9
43,156100,MORTGAGE,15.2,DEBTCONSOLIDATION,A,24100,5.4,0,0.15,N,5
36,75400,RENT,5.7,DEBTCONSOLIDATION,D,48200,8.77,1,0.64,N,18
34,60700,OWN,4.7,EDUCATION,C,11800,6.7,1,0.19,Y,5
59,58100,MORTGAGE,2.2,VENTURE,A,5300,5.4,0,0.09,N,4
39,29500,RENT,9.2,MEDICAL,C,11600,7.25,0,0.39,N,5
67,67800,MORTGAGE,1.7,MEDICAL,C,25100,8.14,0,0.37,N,7
45,61900,RENT,2.0,EDUCATION,F,33700,10.25,0,0.54,N,9
39,65300,RENT,3.2,DEBTCONSOLIDATION,F,38100,13.09,0,0.58,Y,11
67,41100,RENT,2.4,DEBTCONSOLIDATION,A,5800,6.3,0,0.14,N,4
49,249100,OWN,3.1,DEBTCONSOLIDATION,A,50000,5.4,0,0.2,N,3
69,38500,RENT,4.0,MEDICAL,E,22800,10.9,0,0.59,N,3
48,67500,MORTGAGE,1.1,PERSONAL,B,20300,6.46,0,0.3,N,2
37,73200,MORTGAGE,21.0,VENTURE,A,25400,6.95,0,0.35,N,2
35,77500,RENT,9.5,DEBTCONSOLIDATION,E,32100,8.65,1,0.41,Y,1
54,141200,RENT,13.0,HOMEIMPROVEMENT,B,50000,8.52,0,0.35,N,12
45,112200,MORTGAGE,10.2,PERSONAL,A,14700,7.48,0,0.13,N,11
29,88100,OTHER,4.2,DEBTCONSOLIDATION,C,40700,8.63,0,0.46,N,13
50,149000,RENT,8.4,MEDICAL,C,50000,7.36,1,0.34,N,6
24,43200,MORTGAGE,8.0,EDUCATION,D,20700,6.38,0,0.48,N,1
68,127300,RENT,5.6,PERSONAL,C,50000,7.8,1,0.39,N,3
68,61700,RENT,5.7,MEDICAL,F,20600,10.8,0,0.33,Y,5
45,69600,RENT,2.1,PERSONAL,B,2900,8.12,0,0.04,N,10
69,287400,OWN,9.8,EDUCATION,B,50000,6.73,0,0.17,Y,5
60,39900,RENT,10.6,PERSONAL,B,9000,6.53,1,0.23,Y,6
27,53200,MORTGAGE,7.4,HOMEIMPROVEMENT,B,13500,6.6,0,0.25,Y,4
70,127600,RENT,4.0,VENTURE,B,50000,7.01,0,0.39,N,8
58,55400,MORTGAGE,8.4,MEDICAL,A,10000,7.81,0,0.18,Y,16
29,147900,OWN,3.7,PERSONAL,B,50000,5.69,0,0.34,N,10
53,148300,RENT,12.1,DEBTCONSOLIDATION,B,50000,5.4,0,0.34,N,8
59,78400,RENT,17.5,MEDICAL,B,31300,7.0,0,0.4,N,3
49,50000,MORTGAGE,6.6,VENTURE,C,24800,7.52,0,0.5,N,4
59,68600,RENT,4.8,MEDICAL,B,13700,5.4,0,0.2,N,1
57,88900,RENT,13.0,DEBTCONSOLIDATION,D,24300,6.43,0,0.27,Y,5
67,81700,MORTGAGE,6.0,HOMEIMPROVEMENT,A,24800,5.62,0,0.3,N,6
33,75600,RENT,6.5,VENTURE,B,37600,6.45,0,0.5,N,17
26,43300,RENT,2.1,PERSONAL,A,15400,5.4,0,0.36,N,10
28,93800,RENT,3.9,DEBTCONSOLIDATION,B,26400,8.08,0,0.28,N,10
50,44300,MORTGAGE,5.3,VENTURE,A,6800,7.24,0,0.15,N,2
21,47600,RENT,2.6,VENTURE,C,7000,6.25,0,0.15,Y,5
24,53800,OWN,2.4,DEBTCONSOLIDATION,B,18200,5.4,0,0.34,N,8
32,36800,RENT,4.8,DEBTCONSOLIDATION,A,4500,5.6,0,0.12,N,4
57,38200,RENT,10.7,VENTURE,C,19600,8.19,0,0.51,N,7
70,29500,RENT,21.2,MEDICAL,A,4700,5.46,0,0.16,N,2
56,60300,RENT,4.0,HOMEIMPROVEMENT,A,20600,5.4,0,0.34,N,5
40,92900,MORTGAGE,0.5,DEBTCONSOLIDATION,D,33600,6.95,0,0.36,Y,2
27,128900,MORTGAGE,4.6,DEBTCONSOLIDATION,D,49500,8.94,1,0.38,Y,3
24,81100,MORTGAGE,5.6,MEDICAL,D,34800,7.5,0,0.43,N,8
67,65700,OWN,6.9,DEBTCONSOLIDATION,B,26000,7.56,0,0.4,N,9
36,40800,RENT,1.0,DEBTCONSOLIDATION,A,9600,7.63,0,0.24,N,8
25,59900,OWN,4.9,VENTURE,B,27200,6.75,0,0.45,N,8
21,41600,RENT,5.0,EDUCATION,E,24700,9.46,1,0.59,N,5
54,35700,RENT,2.8,PERSONAL,C,11500,7.26,1,0.32,N,7
42,62600,RENT,17.9,PERSONAL,C,20600,8.34,0,0.33,Y,10
52,51700,RENT,4.3,MEDICAL,E,31900,10.69,0,0.62,N,3
50,30100,MORTGAGE,3.4,DEBTCONSOLIDATION,A,1300,8.07,0,0.04,N,11
22,61700,RENT,3.6,PERSONAL,C,15700,7.6,0,0.25,N,6
30,122900,MORTGAGE,14.0,VENTURE,A,38700,5.9,0,0.31,N,3
45,163900,RENT,15.7,VENTURE,B,50000,6.92,0,0.31,N,6
23,54300,MORTGAGE,3.7,HOMEIMPROVEMENT,D,17500,6.92,0,0.32,Y,6
64,54500,RENT,9.2,EDUCATION,C,31600,6.84,0,0.58,N,5
52,46800,RENT,6.0,EDUCATION,D,20700,8.38,0,0.44,N,8
46,83100,OTHER,5.2,EDUCATION,A,42500,6.45,0,0.51,N,5
64,99500,OTHER,4.5,VENTURE,A,27800,7.14,0,0.28,N,16
42,123000,MORTGAGE,4.4,DEBTCONSOLIDATION,B,40500,7.16,0,0.33,N,6
66,34000,RENT,2.4,DEBTCONSOLIDATION,B,4700,5.52,0,0.14,Y,17
35,73500,RENT,6.3,PERSONAL,B,28700,8.32,0,0.39,N,6
40,136000,OWN,3.5,HOMEIMPROVEMENT,B,50000,6.51,1,0.37,N,12
48,33200,RENT,7.2,HOMEIMPROVEMENT,C,15000,9.1,0,0.45,N,6
51,90500,OWN,1.1,MEDICAL,E,50000,11.35,1,0.55,N,6
25,103900,MORTGAGE,9.0,EDUCATION,A,43800,5.4,0,0.42,N,7
33,53100,MORTGAGE,5.3,EDUCATION,A,10300,6.96,1,0.19,N,2
64,88000,MORTGAGE,1.2,MEDICAL,C,29400,10.08,1,0.33,Y,14
45,49600,MORTGAGE,12.1,VENTURE,A,4600,5.4,0,0.09,N,1
55,103000,MORTGAGE,6.3,PERSONAL,B,50000,6.69,0,0.49,N,5
32,45400,RENT,3.7,EDUCATION,B,15500,7.27,0,0.34,N,12
32,57700,RENT,0.2,HOMEIMPROVEMENT,C,19100,8.66,0,0.33,N,2
45,56400,OWN,1.7,VENTURE,C,18700,5.91,1,0.33,N,6
25,31100,RENT,4.5,VENTURE,C,12500,5.52,0,0.4,N,4
54,53300,MORTGAGE,2.8,EDUCATION,A,6900,7.06,0,0.13,N,9
70,61100,OWN,16.6,VENTURE,E,34300,7.47,0,0.56,Y,4
69,97700,RENT,4.0,EDUCATION,D,42400,7.18,0,0.43,N,5
26,109000,MORTGAGE,7.6,HOMEIMPROVEMENT,A,6400,5.64,0,0.06,N,3
61,121200,RENT,4.7,EDUCATION,D,50000,6.89,0,0.41,Y,10
46,58900,MORTGAGE,1.7,VENTURE,B,8600,6.81,1,0.15,Y,13
62,37000,RENT,1.9,HOMEIMPROVEMENT,B,10800,8.46,0,0.29,N,3
34,36400,RENT,1.7,VENTURE,C,16900,5.4,0,0.46,N,2
23,110700,RENT,7.0,MEDICAL,C,15700,8.05,1,0.14,Y,6
56,98200,RENT,10.4,PERSONAL,D,50000,9.62,0,0.51,N,7
67,92400,OWN,4.5,PERSONAL,A,10100,5.84,0,0.11,N,5
26,62300,OWN,2.0,MEDICAL,C,25300,7.52,0,0.41,N,6
65,147300,RENT,3.1,PERSONAL,B,36500,7.21,0,0.25,N,9
27,46000,RENT,1.0,EDUCATION,F,28500,11.32,1,0.62,N,5
46,94400,MORTGAGE,8.0,MEDICAL,B,24800,6.14,0,0.26,N,5
23,135900,RENT,7.0,HOMEIMPROVEMENT,B,50000,5.4,0,0.37,N,3
65,105000,RENT,5.3,PERSONAL,A,6100,5.62,0,0.06,N,15
54,113100,OWN,2.9,HOMEIMPROVEMENT,A,16300,5.4,0,0.14,N,6
62,114700,OWN,10.0,HOMEIMPROVEMENT,C,50000,7.48,0,0.44,N,4
68,126000,MORTGAGE,8.5,PERSONAL,A,30200,5.4,0,0.24,N,23
68,45400,MORTGAGE,2.0,DEBTCONSOLIDATION,B,5800,5.4,0,0.13,N,5
52,61700,OWN,4.0,VENTURE,B,12400,5.4,0,0.2,Y,13
53,111100,MORTGAGE,10.6,PERSONAL,B,50000,5.4,0,0.45,N,20
25,50500,RENT,2.1,EDUCATION,B,8400,5.69,0,0.17,N,5
64,49500,MORTGAGE,8.3,DEBTCONSOLIDATION,E,28700,11.33,0,0.58,N,2
34,124900,MORTGAGE,13.3,EDUCATION,A,50000,5.55,0,0.4,N,13
53,165800,RENT,10.3,PERSONAL,E,50000,8.93,0,0.3,Y,2
43,49100,RENT,1.7,DEBTCONSOLIDATION,A,3700,6.23,0,0.08,N,12
43,230000,OWN,5.6,MEDICAL,A,50000,6.16,0,0.22,N,14
68,48600,MORTGAGE,8.1,PERSONAL,B,3000,6.93,0,0.06,Y,0
44,71700,RENT,13.1,PERSONAL,E,30600,10.0,0,0.43,N,5
58,85000,RENT,2.1,DEBTCONSOLIDATION,F,36300,11.88,0,0.43,Y,2
35,117800,RENT,2.2,DEBTCONSOLIDATION,B,17400,5.4,0,0.15,Y,7
52,88500,RENT,12.2,DEBTCONSOLIDATION,B,22100,8.28,0,0.25,N,5
30,49800,MORTGAGE,3.8,PERSONAL,A,4200,5.4,0,0.08,N,1
46,63400,RENT,2.0,DEBTCONSOLIDATION,E,28400,8.08,0,0.45,N,5
65,80000,RENT,6.8,HOMEIMPROVEMENT,D,48400,9.04,0,0.6,N,3
40,73500,RENT,9.6,VENTURE,A,6200,6.63,0,0.08,N,1
47,112000,RENT,5.6,DEBTCONSOLIDATION,A,4900,5.4,0,0.04,N,15
23,62300,MORTGAGE,3.8,PERSONAL,D,27200,8.39,0,0.44,N,4
39,82900,MORTGAGE,6.0,EDUCATION,A,30500,8.14,0,0.37,N,5
39,93200,MORTGAGE,10.3,PERSONAL,D,50000,7.93,1,0.54,N,4
61,88600,RENT,2.9,HOMEIMPROVEMENT,A,4800,5.99,0,0.05,N,4
56,58800,RENT,3.3,DEBTCONSOLIDATION,A,5200,5.4,0,0.09,N,9
29,68100,RENT,2.9,HOMEIMPROVEMENT,A,2500,5.4,0,0.04,N,2
28,60600,RENT,1.1,DEBTCONSOLIDATION,A,5000,5.4,0,0.08,N,11
27,53300,RENT,6.6,DEBTCONSOLIDATION,E,17600,8.6,1,0.33,Y,4
34,266800,RENT,4.9,HOMEIMPROVEMENT,B,31800,7.62,0,0.12,N,3
25,59700,MORTGAGE,6.8,EDUCATION,A,10200,5.4,0,0.17,N,8
69,45600,OTHER,6.8,VENTURE,C,26700,6.93,0,0.59,N,17
52,116400,RENT,3.5,DEBTCONSOLIDATION,E,38300,8.95,0,0.33,Y,7
48,98400,OWN,11.4,EDUCATION,C,33400,7.12,0,0.34,N,2
22,48100,MORTGAGE,5.8,PERSONAL,D,28400,6.34,0,0.59,N,5
41,37900,OWN,11.7,DEBTCONSOLIDATION,A,13600,6.66,0,0.36,N,7
30,245300,OWN,11.8,HOMEIMPROVEMENT,A,50000,5.48,0,0.2,N,14
41,88200,MORTGAGE,3.7,DEBTCONSOLIDATION,B,27000,7.12,1,0.31,N,12
52,106300,RENT,10.8,DEBTCONSOLIDATION,C,44300,7.95,0,0.42,N,8
64,125300,RENT,7.5,DEBTCONSOLIDATION,B,12000,7.14,0,0.1,Y,8
62,37900,RENT,2.5,DEBTCONSOLIDATION,E,22300,8.26,0,0.59,N,7
68,66400,MORTGAGE,1.2,EDUCATION,B,29900,9.34,0,0.45,N,13
65,37100,OWN,1.4,DEBTCONSOLIDATION,A,2200,5.4,0,0.06,N,5
57,74700,MORTGAGE,2.1,HOMEIMPROVEMENT,B,3600,5.72,0,0.05,N,10
59,90200,OTHER,4.4,VENTURE,A,18000,5.7,0,0.2,N,8
36,40100,MORTGAGE,4.7,PERSONAL,B,11100,8.05,0,0.28,N,15
40,61800,RENT,13.7,DEBTCONSOLIDATION,A,2500,6.7,0,0.04,N,6
54,43500,OWN,3.3,DEBTCONSOLIDATION,A,10800,5.4,1,0.25,N,5
61,61500,RENT,4.8,HOMEIMPROVEMENT,B,13400,5.4,0,0.22,N,1
52,74000,RENT,10.2,HOMEIMPROVEMENT,B,17200,5.4,0,0.23,N,10
43,29300,RENT,10.5,DEBTCONSOLIDATION,C,18000,9.66,0,0.61,N,9
36,138700,RENT,5.4,DEBTCONSOLIDATION,D,50000,9.29,1,0.36,Y,12
30,27000,MORTGAGE,1.3,EDUCATION,B,3700,6.96,0,0.14,N,5
48,70800,MORTGAGE,17.6,DEBTCONSOLIDATION,C,35600,8.26,0,0.5,Y,4
59,135900,MORTGAGE,6.2,PERSONAL,B,50000,5.48,0,0.37,N,5
39,139800,OWN,1.6,EDUCATION,C,50000,9.78,0,0.36,N,2
29,158900,OWN,5.9,MEDICAL,D,50000,9.28,1,0.31,Y,3
33,50400,RENT,5.2,DEBTCONSOLIDATION,A,13200,6.75,0,0.26,N,15
50,39700,RENT,9.6,MEDICAL,B,9500,7.1,0,0.24,N,9
21,64800,OWN,5.0,PERSONAL,A,14000,6.2,0,0.22,N,5
40,66300,MORTGAGE,5.2,HOMEIMPROVEMENT,A,4400,9.11,0,0.07,N,3
37,46800,MORTGAGE,9.1,HOMEIMPROVEMENT,C,17900,8.36,1,0.38,N,1
41,137100,MORTGAGE,7.3,EDUCATION,B,50000,6.0,0,0.36,N,17
36,153300,RENT,14.0,DEBTCONSOLIDATION,A,50000,5.45,0,0.33,N,7
35,93400,MORTGAGE,18.8,PERSONAL,A,26900,7.63,0,0.29,N,3
70,72200,MORTGAGE,1.1,HOMEIMPROVEMENT,A,14200,8.56,0,0.2,N,7
23,136100,MORTGAGE,3.8,MEDICAL,A,14200,5.4,1,0.1,N,7
41,98200,RENT,5.7,DEBTCONSOLIDATION,C,50000,7.86,0,0.51,N,14
69,53600,MORTGAGE,3.8,DEBTCONSOLIDATION,B,19500,8.33,0,0.36,N,5
31,79300,RENT,10.8,EDUCATION,A,7300,5.4,0,0.09,N,6
44,66200,RENT,6.0,DEBTCONSOLIDATION,D,35400,7.42,0,0.53,N,3
49,74400,RENT,5.2,DEBTCONSOLIDATION,B,45000,6.77,0,0.6,N,16
55,58900,OWN,3.6,PERSONAL,A,17400,8.45,0,0.3,N,3
51,39400,MORTGAGE,2.3,EDUCATION,B,12600,6.61,0,0.32,N,2
39,30500,MORTGAGE,2.1,PERSONAL,B,8000,6.94,0,0.26,N,3
44,150400,RENT,7.2,PERSONAL,C,50000,6.69,0,0.33,Y,8
22,50000,MORTGAGE,4.5,VENTURE,C,17700,7.45,0,0.35,N,5
39,47000,MORTGAGE,10.5,PERSONAL,B,23300,5.66,0,0.5,N,4
61,225600,MORTGAGE,12.5,PERSONAL,A,50000,5.4,0,0.22,N,10
65,90800,RENT,6.9,HOMEIMPROVEMENT,C,40900,8.48,0,0.45,N,10
62,173100,RENT,9.9,EDUCATION,A,8400,5.4,0,0.05,N,9
63,90300,RENT,6.4,VENTURE,B,38300,8.06,0,0.42,N,11
39,47200,MORTGAGE,2.3,PERSONAL,F,30100,12.67,0,0.64,Y,7
65,66600,MORTGAGE,16.7,MEDICAL,A,16000,6.09,0,0.24,N,10
62,76400,RENT,16.4,PERSONAL,A,21400,6.21,0,0.28,N,2
34,62400,MORTGAGE,7.6,MEDICAL,B,16000,6.95,0,0.26,Y,10
60,187200,RENT,2.8,DEBTCONSOLIDATION,A,8900,5.4,0,0.05,N,6
43,53600,RENT,10.6,HOMEIMPROVEMENT,A,9500,5.91,0,0.18,N,4
24,34500,RENT,5.2,VENTURE,C,15300,8.35,0,0.44,N,8
24,71100,MORTGAGE,6.5,MEDICAL,A,13400,7.41,0,0.19,N,5
33,36000,RENT,12.0,MEDICAL,B,11000,6.91,0,0.31,N,8
32,51300,MORTGAGE,2.5,HOMEIMPROVEMENT,A,3400,5.4,0,0.07,N,7
51,48200,MORTGAGE,1.3,EDUCATION,A,9500,5.98,0,0.2,N,10
46,60500,MORTGAGE,3.6,MEDICAL,B,18600,5.4,0,0.31,N,5
49,46300,OWN,3.1,EDUCATION,D,19200,7.07,0,0.41,Y,6
44,159900,OWN,9.1,MEDICAL,A,50000,6.65,0,0.31,N,4
59,164800,MORTGAGE,8.3,DEBTCONSOLIDATION,B,50000,6.94,0,0.3,N,9
28,40000,RENT,5.4,DEBTCONSOLIDATION,A,1800,7.09,0,0.04,N,2
44,109200,OWN,4.2,VENTURE,C,50000,6.82,0,0.46,N,4
67,102200,RENT,4.0,MEDICAL,B,25800,6.06,0,0.25,N,5
44,43600,OWN,8.1,HOMEIMPROVEMENT,B,18100,8.07,0,0.42,N,7
68,214000,RENT,6.2,PERSONAL,D,50000,7.66,1,0.23,Y,1
31,91400,RENT,6.3,HOMEIMPROVEMENT,C,43200,6.86,0,0.47,N,11
43,73000,RENT,12.5,PERSONAL,B,7800,7.61,0,0.11,N,9
61,107900,RENT,6.9,PERSONAL,B,50000,5.4,1,0.46,N,8
23,138600,RENT,1.8,DEBTCONSOLIDATION,A,9000,7.29,0,0.06,N,6
67,82000,MORTGAGE,6.4,DEBTCONSOLIDATION,C,29300,9.55,0,0.36,N,9
24,52100,MORTGAGE,2.7,EDUCATION,B,15500,7.58,0,0.3,N,8
45,171700,MORTGAGE,7.4,DEBTCONSOLIDATION,A,20900,7.57,0,0.12,N,11
25,98900,MORTGAGE,5.4,DEBTCONSOLIDATION,A,13200,5.4,0,0.13,N,4
35,18000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,2700,7.91,0,0.15,N,15
34,94300,MORTGAGE,13.5,MEDICAL,C,50000,6.96,0,0.53,N,2
28,27300,RENT,2.0,EDUCATION,A,1800,5.9,0,0.07,N,9
69,81600,OWN,0.4,DEBTCONSOLIDATION,E,50000,10.99,1,0.61,Y,14
24,56200,RENT,2.4,VENTURE,F,32200,13.36,0,0.57,Y,6
22,45600,MORTGAGE,3.4,EDUCATION,B,19300,7.75,0,0.42,N,5
53,88400,RENT,3.8,MEDICAL,B,10500,5.4,0,0.12,Y,13
55,81500,MORTGAGE,7.9,DEBTCONSOLIDATION,B,27800,8.22,0,0.34,N,10
29,42300,RENT,5.9,MEDICAL,C,12700,11.11,1,0.3,N,2
23,57600,OTHER,3.4,VENTURE,C,12200,8.3,0,0.21,Y,7
48,34800,MORTGAGE,5.8,DEBTCONSOLIDATION,A,7300,8.34,0,0.21,N,6
47,106600,MORTGAGE,2.9,EDUCATION,A,19400,6.86,0,0.18,N,18
37,80400,RENT,21.0,HOMEIMPROVEMENT,A,17900,7.39,0,0.22,N,3
61,64200,RENT,9.8,HOMEIMPROVEMENT,A,9700,5.4,0,0.15,N,13
42,78100,MORTGAGE,0.6,DEBTCONSOLIDATION,D,17300,8.94,0,0.22,N,1
24,35200,OWN,7.8,DEBTCONSOLIDATION,B,15900,6.88,0,0.45,N,2
29,57300,RENT,2.9,HOMEIMPROVEMENT,C,22100,7.79,0,0.39,N,4
48,46400,MORTGAGE,6.8,MEDICAL,A,5100,5.61,0,0.11,N,6
69,238400,MORTGAGE,3.0,MEDICAL,A,14000,6.8,0,0.06,N,5
41,67100,RENT,5.1,DEBTCONSOLIDATION,B,19700,8.71,0,0.29,N,13
46,38600,MORTGAGE,5.4,DEBTCONSOLIDATION,C,15000,9.09,0,0.39,N,4
22,41800,OTHER,6.0,PERSONAL,D,14100,8.24,1,0.34,Y,5
70,62600,MORTGAGE,5.4,VENTURE,C,30400,5.91,0,0.49,N,14
26,86500,MORTGAGE,10.0,DEBTCONSOLIDATION,E,50000,10.26,0,0.58,N,2
